Sign_class x1 y1 x2 y2 ID
48 0.544571 0.620465 0.0192757 0.0550414 25
48 0.542452 0.619827 0.0198237 0.0543013 25
48 0.541651 0.619656 0.0200066 0.054034 25
48 0.540071 0.620349 0.0194288 0.0567749 25
48 0.539371 0.62062 0.0192229 0.0578098 25
48 0.432955 0.595252 0.0168239 0.0593963 20
48 0.535374 0.616385 0.0223883 0.0649052 25
48 0.53455 0.615545 0.0230503 0.0664722 25
48 0.532815 0.613078 0.0231142 0.0653176 25
48 0.532026 0.612419 0.0230928 0.0647516 25
48 0.530894 0.610341 0.0224218 0.0651976 25
48 0.52984 0.609082 0.0226913 0.0658843 25
48 0.529409 0.608739 0.0227732 0.0660704 25
48 0.529025 0.607773 0.0227518 0.0659163 25
48 0.52839 0.606107 0.022932 0.0651184 25
48 0.527706 0.604694 0.022911 0.0666742 25
48 0.909072 0.556318 0.0219061 0.069933
48 0.909108 0.556425 0.0218983 0.0703295 26
48 0.909144 0.556534 0.0218697 0.0706352 26
48 0.911738 0.556532 0.0197879 0.0712165 26
48 0.914437 0.555665 0.0189367 0.0738387 26
48 0.522243 0.597029 0.0224382 0.067665 25
48 0.920873 0.551287 0.018135 0.0698862 26
48 0.520014 0.594291 0.0222856 0.0690805 25
48 0.922774 0.549803 0.018068 0.0685475 26
48 0.519242 0.593421 0.0222507 0.0695489 25
48 0.923304 0.549372 0.0181383 0.0681652 26
48 0.518992 0.593083 0.0222074 0.0695689 25
48 0.927977 0.546305 0.0186486 0.0701694 26
48 0.517714 0.591759 0.0224879 0.0729949 25
48 0.51553 0.590422 0.0232744 0.0735809 25
48 0.514657 0.58993 0.0235757 0.0737355 25
48 0.393698 0.563754 0.0155752 0.0603031 27
48 0.514375 0.589797 0.0237082 0.0738178 25
48 0.393735 0.563969 0.0154559 0.0598943 27
48 0.513056 0.589491 0.0243085 0.0738687 25
48 0.941571 0.539639 0.0200818 0.0775533 26
48 0.511592 0.589692 0.0248179 0.0764342 25
48 0.944036 0.53556 0.0192433 0.0768598 26
48 0.509326 0.587557 0.0257373 0.0766813 25
48 0.949028 0.530525 0.0196218 0.0779779 26
48 0.508447 0.586913 0.0260522 0.0768507 25
48 0.950686 0.528913 0.0197686 0.0784444 26
48 0.507487 0.58626 0.0267157 0.077711 25
48 0.505785 0.583223 0.0270012 0.0771249 25
48 0.379496 0.554314 0.0152302 0.0607895 28
48 0.959306 0.522145 0.0180783 0.0683207 26
48 0.50515 0.582135 0.0270921 0.0768476 25
48 0.37886 0.553656 0.0147574 0.0599941 28
48 0.960722 0.521077 0.0176537 0.0657436 26
48 0.504904 0.581884 0.027129 0.0767203 25
48 0.378688 0.553489 0.0144794 0.0593962 28
48 0.961168 0.520763 0.0175112 0.064839 26
48 0.50409 0.579648 0.0275799 0.07508 25
48 0.376986 0.553262 0.0151008 0.0611836 28
48 0.964049 0.519928 0.0178594 0.0645276 26
48 0.500976 0.57803 0.0280243 0.0765497 25
48 0.968686 0.514441 0.0176368 0.0721311 26
48 0.496586 0.576318 0.0269796 0.08489 25
48 0.97556 0.509796 0.0168507 0.0763061 26
48 0.368786 0.547346 0.0157946 0.0666682 28
48 0.494937 0.57553 0.0265454 0.0878947 25
48 0.977919 0.507664 0.0165851 0.0779492 26
48 0.367264 0.546176 0.0159157 0.0675669 28
48 0.493506 0.575409 0.0267413 0.0879949 25
48 0.981035 0.50748 0.0170544 0.0792632 26
48 0.365372 0.545478 0.0164673 0.0688495 28
48 0.492032 0.57589 0.0279482 0.0881352 25
48 0.984879 0.506609 0.019233 0.0800619 26
48 0.491492 0.576036 0.0284241 0.0882286 25
48 0.986151 0.506179 0.020003 0.080034 26
48 0.491005 0.57483 0.0301859 0.0878556 25
48 0.486491 0.571063 0.0302765 0.0963686 25
48 0.484761 0.569494 0.0303227 0.0995175 25
48 0.484157 0.568875 0.0303296 0.10078 25
48 0.481249 0.568595 0.0305455 0.0994228 25
48 0.474736 0.567252 0.031996 0.100043 25
48 0.472272 0.566686 0.0325289 0.10021 25
48 0.469652 0.564739 0.0322102 0.0990807 25
48 0.467149 0.561522 0.0325811 0.101177 25
48 0.466305 0.560342 0.0327692 0.101876 25
48 0.462103 0.558413 0.0352368 0.103502 25
48 0.458774 0.555244 0.0355506 0.104635 25
48 0.457551 0.554137 0.0356015 0.10507 25
48 0.453261 0.547055 0.0372165 0.111162 25
48 0.447105 0.539725 0.037653 0.111694 25
48 0.44474 0.537064 0.037789 0.11191 25
48 0.441475 0.532378 0.0380458 0.113882 25
48 0.437721 0.529724 0.0384562 0.117771 25
48 0.436401 0.528855 0.0385706 0.119108 25
48 0.430465 0.523403 0.039447 0.127264 25
48 0.425724 0.518741 0.0391478 0.128828 25
48 0.424026 0.517153 0.0389937 0.129461 25
48 0.413064 0.503871 0.0409912 0.133332 25
48 0.408979 0.499003 0.0416928 0.134787 25
48 0.401188 0.489354 0.044497 0.141769 25
48 0.394304 0.483362 0.0434722 0.145026 25
48 0.391754 0.481319 0.0430146 0.146249 25
48 0.386559 0.47569 0.0439536 0.149758 25
48 0.36849 0.448723 0.0463912 0.156179 25
48 0.352563 0.424578 0.0470134 0.164451 25
48 0.34646 0.415466 0.0471123 0.167423 25
48 0.338432 0.404368 0.0472307 0.174468 25
42 0.522475 0.174543 0.0626635 0.22643
42 0.522454 0.174636 0.0626841 0.226438 29
42 0.504762 0.117668 0.065333 0.207036 29
42 0.498963 0.0996644 0.0662928 0.199329 29
45 0.546432 0.606687 0.01582 0.0925503
45 0.546437 0.606657 0.0157834 0.0924681 30
45 0.543178 0.605736 0.0160264 0.0942517 30
45 0.542027 0.605267 0.0161022 0.0946502 30
45 0.496959 0.575371 0.0212492 0.134227
45 0.496972 0.575351 0.0212491 0.134266 31
45 0.489119 0.565711 0.020593 0.138872 31
45 0.482791 0.562027 0.0211859 0.150224 31
45 0.481017 0.5614 0.0214288 0.154438 31
45 0.457702 0.533775 0.0247732 0.185692
45 0.434549 0.503012 0.0314097 0.212224
5 0.421874 0.63129 0.0223483 0.0805931
5 0.40961 0.629949 0.0214996 0.0815231
5 0.409586 0.629973 0.0214893 0.0815129 35
5 0.407731 0.629865 0.0214321 0.0818053 35
5 0.406421 0.629898 0.0215796 0.0828207 35
5 0.406045 0.629963 0.0216094 0.0831228 35
5 0.384243 0.617311 0.0210239 0.0982789
5 0.383212 0.615937 0.0206669 0.0959758 36
5 0.38301 0.615651 0.0205998 0.0954916 36
5 0.380932 0.615731 0.022422 0.0978976 36
5 0.373069 0.611646 0.0213359 0.0997223 36
5 0.370214 0.610353 0.0207923 0.100249 36
5 0.36812 0.60954 0.0218312 0.102869 36
5 0.364152 0.607671 0.0229602 0.10576 36
5 0.362738 0.607101 0.0233958 0.106851 36
5 0.36083 0.605734 0.0234779 0.107947 36
5 0.357286 0.602665 0.0235125 0.106565 36
5 0.356006 0.601648 0.0234544 0.10604 36
5 0.345355 0.595589 0.0233567 0.111984 36
5 0.341402 0.593489 0.0233234 0.114156 36
42 0.967503 0.39292 0.048761 0.10008
